brand,model,variant,version,vehicle_type,powertrain,model_year,official_url,source_date,price_vnd,engine_displacement_cc,max_power_kw,max_torque_nm,fuel_consumption_l_per_100km,fuel_tank_capacity_l,battery_capacity_kwh,battery_type,motor_power_kw,range_km,charging_time_h,charging_method,removable_battery,battery_warranty_months,battery_warranty_km,front_brake_type,rear_brake_type,abs,abs_channel,cbs,traction_control,underseat_storage_l,curb_weight_kg,seat_height_mm,ground_clearance_mm,length_mm,width_mm,height_mm,wheelbase_mm,vehicle_warranty_months,vehicle_warranty_km
SYM,Angel,Angel,,xe tay ga,ICE,2025,https://www.sym.com.vn/san-pham/angel-110-38.html,2026-08-20,17700000,110.0,5.3,7.45,1.76,,,,,,,,,,,,,False,,False,,,103.0,734.0,,1939.0,695.0,1088.0,1240.0,,
SYM,TPBW,TPBW,Smartkey,xe tay ga,ICE,2025,https://www.sym.com.vn/san-pham/tpbw-125-phien-ban-smartkey--42.html,2026-08-20,33800000,125.0,7.0,,,,,,,,,,,,,Disc,,False,,False,,,,760.0,,,,,1263.0,,
SYM,TPBW,TPBW,Key Set,xe tay ga,ICE,2025,https://www.sym.com.vn/san-pham/tpbw-125-phien-ban-key-set--43.html,2026-08-20,32800000,125.0,7.0,,,,,,,,,,,,,Disc,,False,,False,,,,760.0,,,,,1263.0,,
SYM,NAGA,NAGA,,xe tay ga,ICE,2025,https://www.sym.com.vn/san-pham/naga-150-40.html,2026-08-20,49500000,150.0,10.6,,2.26,,,,,,,,,,,Disc,,False,,False,,,,,,,,,,,
SYM,PRITI,PRITI,,xe tay ga,ICE,2025,https://www.sym.com.vn/san-pham/priti-125-39.html,2026-08-20,29500000,125.0,7.1,,1.96,,,,,,,,,,,Disc,Drum,False,,False,,,99.0,725.0,,,,,1250.0,,
SYM,TUSCANY,TUSCANY,,xe tay ga,ICE,2025,https://www.sym.com.vn/san-pham/tuscany-150-34.html,2026-08-20,45000000,150.0,8.5,,,,,,,,,,,,,,,False,,False,,,,,,,,,,,
SYM,PRITI,PRITI,,xe tay ga,ICE,2025,https://www.sym.com.vn/san-pham/priti-50-35.html,2026-08-20,26700000,50.0,2.35,,1.75,,,,,,,,,,,Disc,Drum,False,,False,,,,725.0,,,,,1250.0,,
SYM,SHARK,SHARK,,xe tay ga,ICE,2025,https://www.sym.com.vn/san-pham/shark-efi-50-41.html,2026-08-20,26500000,50.0,2.35,,,,,,,,,,,,,Drum,,False,,False,,,,756.0,,,,,1335.0,,
SYM,Attila,Attila,,xe tay ga,ICE,2025,https://www.sym.com.vn/san-pham/attila-50-5.html,2026-08-20,26200000,49.5,2.45,3.2,,,,,,,,,,,,,,False,,False,,,107.0,,,1880.0,680.0,1120.0,1294.0,,
SYM,Angela,Angela,,xe tay ga,ICE,2025,https://www.sym.com.vn/san-pham/angela-50-14.html,2026-08-20,17900000,49.5,,2.5,1.26,,,,,,,,,,,Drum,Drum,False,,False,,,95.0,,,1920.0,680.0,1070.0,1230.0,,
SYM,Elite,Elite,,xe tay ga,ICE,2025,https://www.sym.com.vn/san-pham/elite-50-17.html,2026-08-20,23100000,49.5,2.7,3.4,1.88,,,,,,,,,,,Drum,Drum,False,,False,,,84.0,,,1.725,690.0,1025.0,1180.0,,
SYM,Galaxy,Galaxy,,xe tay ga,ICE,2025,https://www.sym.com.vn/san-pham/galaxy-50-12.html,2026-08-20,18000000,49.5,1.9,2.85,1.29,,,,,,,,,,,Drum,Drum,False,,False,,,99.0,,,1.94,695.0,1.095,1.24,,
SYM,Elegant Sport,Elegant Sport,,xe tay ga,ICE,2025,https://www.sym.com.vn/san-pham/elegant-sport-50-banh-mam--37.html,2026-08-20,17300000,49.5,1.7,2.5,1.53,,,,,,,,,,,Drum,Drum,False,,False,,,95.0,,,1.92,680.0,1.06,1.225,,
Kymco,Candy Hermosa,Candy Hermosa,,xe tay ga,ICE,2025,https://kymco.com.vn/san-pham/hermosa-50.html,2026-08-20,27290000,49.5,2.7,3.5,,,,,,,,,,,,,,False,,False,,,100.0,760.0,145.0,1860.0,680.0,1130.0,1280.0,,
Kymco,Candy Hermosa,Candy Hermosa,50Fi,xe tay ga,ICE,2025,https://kymco.com.vn/san-pham/hermosa-50fi.html,2026-08-20,29300000,49.5,2.43,3.13,,,,,,,,,,,,,,False,,False,,,100.0,760.0,145.0,1860.0,680.0,1130.0,1280.0,,
Kymco,K-Pipe,K-Pipe,,xe số,ICE,2025,https://kymco.com.vn/san-pham/kpipe-50.html,2026-08-20,22730000,49.5,1.8,2.8,,,,,,,,,,,,Disc,Disc,False,,False,,,104.0,815.0,160.0,1950.0,750.0,1030.0,1280.0,,
Kymco,Like,Like,,xe tay ga,ICE,2025,https://kymco.com.vn/san-pham/like-50.html,2026-08-20,27330000,49.5,2.7,,,,,,,,,,,,,Drum,Drum,False,,False,,,101.0,770.0,125.0,1845.0,685.0,1125.0,1285.0,,
Kymco,Like,Like,50Fi,xe tay ga,ICE,2025,https://kymco.com.vn/san-pham/like-50fi.html,2026-08-20,29360000,49.5,2.43,,,,,,,,,,,,,Drum,Drum,False,,False,,,101.0,770.0,125.0,1845.0,685.0,1125.0,1285.0,,
Kymco,People,People,,xe tay ga,ICE,2025,https://kymco.com.vn/san-pham/people-r-125.html,2026-08-20,85000000,125.0,9.05,11.5,2.15,,,,,,,,,,,Disc,Disc,True,,False,,,134.0,805.0,135.0,2.05,690.0,1.16,1400.0,,
Kymco,Sky Town,Sky Town,,xe tay ga,ICE,2025,https://kymco.com.vn/san-pham/sky-town-150.html,2026-08-20,72000000,149.9,8.46,11.3,2.25,,,,,,,,,,,,,True,2,False,,,126.0,770.0,135.0,1.935,740.0,1.325,1310.0,,
Kymco,Visar,Visar,,xe tay ga,ICE,2025,https://kymco.com.vn/san-pham/visar-s-50.html,2026-08-20,17440000,49.5,1.8,2.8,100.0,,,,,,,,,,,,,False,,False,,,94.0,770.0,130.0,1950.0,680.0,1100.0,1260.0,,
Kymco,Xciting S350,Xciting S350,,xe tay ga,ICE,2025,https://kymco.com.vn/san-pham/xciting-s350.html,2026-08-20,115000000,321.0,28.5,30.0,,,,,,,,,,,,Disc,Disc,True,2,False,,,192.0,790.0,135.0,2170.0,785.0,1280.0,1550.0,,
VinFast,Evo Grand,Evo Grand,,xe tay ga,EV,,https://shop.vinfastauto.com/vn_vi/xe-may-dien-evo-grand.html,2026-08-20,22500000,,,,,,,LFP,2.25,134.0,6.5,,,,,Disc,Disc,False,,False,,,92.0,,133.0,,,,,,
VinFast,Evo Grand Lite,Evo Grand Lite,,xe tay ga,EV,,https://shop.vinfastauto.com/vn_vi/xe-may-dien-evo-grand-lite.html,2026-08-20,16500000,,,,,,,LFP,1.9,70.0,6.5,,,,,Disc,Disc,False,,False,,,82.0,,133.0,,,,,,
VinFast,Evo Lite Neo,Evo Lite Neo,,xe tay ga,EV,,https://shop.vinfastauto.com/vn_vi/xe-may-dien-evo-lite-neo.html,2026-08-20,14400000,,,,,,1.26,,1.6,,10.0,,,,,Disc,Disc,False,,False,,,105.0,,,1806.0,678.0,1132.0,,,
VinFast,Feliz,Feliz,,xe tay ga,EV,,https://shop.vinfastauto.com/vn_vi/xe-may-dien-feliz.html,2026-08-20,26000000,,,,,,2.4,LFP,2.8,134.0,6.5,,,,,,,False,,False,,,,780.0,141.0,1920.0,694.0,1140.0,1320.0,,
VinFast,Flazz,Flazz,,xe tay ga,EV,,https://shop.vinfastauto.com/vn_vi/xe-may-dien-flazz.html,2026-08-20,14200000,,,,,,1.2,LFP,1.1,70.0,6.5,210W,,,,,,False,,False,,,,,137.0,1745.0,700.0,1050.0,1230.0,,
VinFast,Vero X,Vero X,,xe tay ga,EV,,https://shop.vinfastauto.com/vn_vi/xe-may-dien-verox.html,2026-08-20,34900000,,,,,,2.4,LFP,2.25,134.0,6.5,,,,,,,False,,False,,,,770.0,133.0,1858.0,690.0,1100.0,1295.0,,
VinFast,ZGoo,ZGoo,,xe tay ga,EV,,https://shop.vinfastauto.com/vn_vi/xe-may-dien-zgoo.html,2026-08-20,13300000,,,,,,1.2,LFP,1.1,70.0,6.5,210W,,,,,,False,,False,,,,,137.0,1720.0,700.0,1050.0,1230.0,,
Dat Bike,Weaver++,Weaver++,,xe máy điện,EV,,https://dat.bike/xe-may-dien-weaver-plus-plus/,2026-08-20,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,
Dat Bike,Weaver 200,Weaver 200,,xe máy điện,EV,,https://dat.bike/xe-may-dien-weaver-200/,2026-08-20,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,
Dat Bike,Quantum S3,Quantum S3,,xe máy điện,EV,,https://dat.bike/xe-may-dien-quantum-s3/,2026-08-20,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,
Yadea,Voltguard,Voltguard,U80,xe máy điện,EV,,https://www.yadea.com.vn/thong-tin-san-pham/yadea-voltguard-u80-2pin/,2026-08-20,38990000,,,,,,3.6,LFP,1.5,201.0,,,,,,,,,,,,,,,,,,,,,
Yadea,Voltguard,Voltguard,U50,xe máy điện,EV,,https://www.yadea.com.vn/thong-tin-san-pham/yadea-voltguard-u50/,2026-08-20,38990000,,,,,,3.6,,1.5,200.0,,,,,,,,,,,,,,,,,,,,,
Yadea,Voltguard,Voltguard,P-L,xe máy điện,EV,,https://www.yadea.com.vn/thong-tin-san-pham/yadea-voltguard-p-l/,2026-08-20,29490000,,,,,,2.16,,1.5,120.0,,,,,,,,,,,,,,,,,,,,,
